CRUZ,L,CZECH SPORT AIRCRAFT,SportCruiser
CT4,L,AESL,CT4 Airtrainer
CUB2,M,ACES HIGH,Cuby 2
CUCA,M,CULVER,"LAR, LCA, LFA, Cadet (PQ8/14)"
CULP,L,CULP,Special
CULV,M,CULVER,V
CULX,L,FISHER AERO,Culex
CV99,M,CONVAIR,CV990
CVLP,M,CONVAIR,"CV240/340/440 Convairliner, Metropolitan (C131, HC131, RC131, TC131, VC131F/G, T29, VT29, ET29, VT29,   Samaritan)"
CVLT,M,CANADAIR,"CL66, CV580 (CC109 Cosmopolitan)"
CYCL,L,CARLSON,Skycycle
D1,M,DERRINGER,New Derringer
D11,L,AERO­DIFUSION,"D112/119/1190S Popuplane, Compostela"
D139,M,DORNA,D139PT1 Blue Bird
D140,L,JODEL,"D140 Mousquetaire, Abeille"
D150,L,JODEL,D150 Mascaret
D18,L,JODEL,D18/19
D201,L,D?APUZZO,D201 Sportwing
D228,L,DORNIER,228
D25,M,NEW STANDARD,D25
D250,L,CENTRE EST,"DR200/250, Capitaine"
D253,L,CENTRE EST,DR253 Regent
D28D,L,DORNIER,"Do28D/D1/D2, 1282 Skyservant"
D28T,L,DORNIER,"Do28D6, 1286 Turbo Skyservant"
D31,L,DRUINE,D31 Turbulent
D328,L,DORNIER,328
D39,L,AKAFLIEG DARMSTADT,D39
D4,L,AUSTER,D4
D5,L,AUSTER,D5
D5TU,L,DRUINE,D5 Turbi
D6,L,AUSTER,D6
D6CR,L,DRUINE,D60/61/62 Condor
D7,L,FOKKER,"D7, Replica"
D8,L,FOKKER,"D8, Replica"
DA2,L,DAVIS,DA2
DA40,L,DIAMOND,"DA40 Katana, Diamond Star"
DA42,L,DIAMOND,DA42 Twinstar
DA5,L,DAVIS,DA5
DA62,L,DIAMOND,DA62
DAKH,L,FISHER,Dakota Hawk
DAL1,L,SPEZIO,DAL1 Tuholer
DART,M,PARRISH,Dart
DC10,H,MCDONNELL DOUGLAS,"DC10, MD10 (KC10 Extender, KDC10)"
DC2,M,DOUGLAS,DC2
DC3,L,DOUGLAS,"DC3, DST ( C41, C47, C47A to J, AC47, EC47, HC47, LC47,"
DC3S,L,DOUGLAS,"Super DC3 (C117D, LC117, TC117, VC117, R4D8)"
DC3T,M,BASLER,Turbo 67
DC4,M,DOUGLAS,"DC4 (C54, EC54, HC54, TC54, VC54, R5D Skymaster)"
DC6,M,DOUGLAS,"DC6 (C118, VC118, R6D Liftmaster)"
DC7,M,DOUGLAS,"DC7, Seven Seas"
DC85,H,DOUGLAS,"DC8-50, Jet Trader (EC24)"
DC86,H,DOUGLAS,DC8-60
DC87,H,DOUGLAS,DC8-70
DC8Q,H,DOUGLAS,DC8 Stage 3 (US ONLY)
DC91,M,DOUGLAS,DC9-10
DC92,M,DOUGLAS,DC9-20
DC93,M,DOUGLAS,DC9-30
DC94,M,DOUGLAS,DC9-40
DC95,M,DOUGLAS,DC9-50
DC9Q,M,DOUGLAS,DC9 Stage 3 (US ONLY)
DEAG,M,AMAX,Double Eagle
DEFI,L,RUTAN,40 Defiant
DFL6,L,DAMOURE­FABRE,DFL6 Saphir
DFLY,L,VIKING,Dragonfly
DG15,L,"HOWARD AIRCRFT, US","DGA15 (GH Nightingale, NH)"
DG1T,L,DG FLUGZEUGBAU,"DG-1000M, DG-1001M, DG-1001T"
DG40,L,GLASER­DIRKS,DG400
DG50,L,GLASER­DIRKS,DG500M
DG60,L,GLASER­DIRKS,DG600M
DG80,L,DG FLUGZEUGBAU,DG800
DH2T,L,DE HAVILLAND CANADA,DHC2 Mk3 Turbo Beaver
DH3T,M,DE HAVILLAND CANADA,DHC3 Turbo Otter
DH60,L,DE HAVILLAND,"DH60 Moth, Moth Major"
DH80,L,DE HAVILLAND,DH80 Puss Moth
DH82,L,DE HAVILLAND,"DH82 Tiger Moth, Queen Bee"
DH83,L,DE HAVILLAND,DH83 Fox Moth
DH85,L,DE HAVILLAND,DH85 Leopard Moth
DH87,L,DE HAVILLAND,DH87 Hornet Moth
DH88,L,DE HAVILLAND,"DH88 Comet, Replica"
DH89,L,DE HAVILLAND,DH89 Dragon Rapide
DH8A,M,DE HAVILLAND CANADA,"DHC8100 Dash 8 (E9, CT142, CC142)"
DH8B,M,DE HAVILLAND CANADA,DHC8200 Dash 8
DH8C,M,DE HAVILLAND CANADA,DHC8300 Dash 8
DH8D,M,DE HAVILLAND CANADA,DHC8400 Dash 8
DH90,L,DE HAVILLAND,DH90 Dragonfly
DH94,L,DE HAVILLAND,DH94 Moth Minor
DHA3,L,DE HAVILLAND AUSTRALIA,DHA3 Drover
DHC1,L,DE HAVILLAND,DHC1 Chipmunk
DHC2,L,"AIRTECH, CANADA",DHC2PZL3S Beaver
DHC3,L,"AIRTECH, CANADA",DHC3PZL3S/1000 Otter
DHC4,L,DE HAVILLAND CANADA,"DHC4 Caribou (C7, CV2)"
DHC5,M,DE HAVILLAND CANADA,"DHC5 Buffalo (C8, CV7, CC115, C115)"
DHC6,L,DE HAVILLAND CANADA,"DHC6 Twin Otter (UV18, CC138)"
DHC7,M,DE HAVILLAND CANADA,"DHC7 Dash 7 (O5, EO5, RC7)"
DIJ3,M,DIJKMAN­DULKES,Dijkhastar 3
DIMO,L,DIAMOND,"HK36 Super Dimona, Katana Xtreme"
DINO,L,GANZAVIA,GAK22 Dinó
DIPR,M,COLLINS,Dipper
DISC,L,SCHEMPP­HIRTH,Discus BT/BM
DJIN,L,SUD,SO1221 Djinn
DNGO,L,AERORIC,Dingo
DO27,L,CASA,C127 (U9)
DO28,L,DORNIER,Do28A/B (Agur)
DOCX,M,KOVACH­ELMENDORF,ES3 Doc's RX
DOVE,L,DE HAVILLAND,"DH104 Dove (Devon), Sea Devon"
DR1,L,FOKKER,"Dr1, Replica"
DR10,L,CENTRE EST,"DR100/105/1050/1051 Ambassadeur, Sicile, Sicile Record"
DR22,L,CENTRE EST,"DR220/221 Dauphin, 2+2"
DR30,L,CENTRE EST,"DR315/340/360/380 Petit Prince, Major,     Chevalier, Prince"
DR40,L,ROBIN,"DR400/500 Cadet, Chevalier, Dauphin 4/80/2+2, Earl, Major, Major 80, Petit Prince, President, Regent, Remo 180/200/212, Remorqueur, 2+2"
DRAG,L,CRAE,Dragon Fly
DRIF,M,AUSTFLIGHT,Drifter
DRTG,L,APPLEGATE & WEYANT,Dart GC
DSA1,L,"SMITH, FRANK W., US",DSA1 Miniplane
DSK,L,KILLINGSWORTH,"DSK1/2 Hawk, Golden Hawk"
DSLK,L,DRIGGS,Skylark
DUB2,L,DUBNA,2 Osa
DUCE,L,BAKENG,Duce
DUR5,L,DURAND,Mk5
DV20,L,DIAMOND,"DA20/22, DV20 Katana, Speed Katana, Eclipse, Evolution"
DW1,L,BELLANCA,DW1 Eagle
DWD2,L,DEWOITINE,D26/27
E110,L,EMBRAER,"EMB110/111 Bandeirante (C95, EC95, P95, R95, SC95)"
E120,L,EMBRAER,EMB120 Brasilia (VC97)
E121,L,EMBRAER,"EMB121 Xingu (VU9, EC9)"
E135,M,EMBRAER,"EMB135 ECJ135, Legacy"
E145,M,EMBRAER,"EMB145, ERJ145 (R99)"
E170,M,EMBRAER,"170, 175, ERJ170"
E190,M,EMBRAER,"190, 195, ERJ190"
E195,M,EMBRAER,"195, ERJ-190-200"
E2,M,GRUMMAN,"E2, TE2 Hawkeye, Daya"
E200,L,EXTRA,200
E230,L,EXTRA,230
E275,M,EMBRAER,"E175-E2, ERJ-190-500"
E290,M,EMBRAER,"E190-E2, ERJ-190-300"
E295,M,EMBRAER,"E195-E2, ERJ-190-400"
E29E,L,BINDER,EB-29DE
E2CB,L,"TAYLOR AIRCRAFT, US",E2 Cub
E300,L,EXTRA,"300, 330, 350"
E314,M,EMBRAER,"EMB312H/314 Super Tucano, ALX (A29, AT29, YA29)"
E35L,M,EMBRAER,Legacy 650
E3CF,H,BOEING,"E3A (CFM56), E3D/F, Sentry"
E3TF,H,BOEING,"E3A (TF33), E3B/C, JE3, Sentry"
E400,L,EXTRA,400
E45X,M,EMBRAER,EMB145XR
E50P,L,EMBRAER,Phenom 100
E550,M,EMBRAER ,EMB-550 Legacy 500
E55P,L,EMBRAER,EMB-505 Phenom 300
E6,H,BOEING,E6 Mercury
E75L,M,EMBRAER,ERJ-170-200 (long wing)
E75S,M,EMBRAER,ERJ-170-200 (short wing)
E767,H,BOEING,E767
EA40,L,ECLIPSE,E400
EA50,L,ECLIPSE,Eclipse 500
EAGL,L,AVIAT,Eagle
EAGT,L,AMEAGLE,American Eaglet
EAGX,L,EAGLE AIRCRAFT,Eagle XTS/100/150
EB29,L,BINDER,"EB-29, EB-29D"
EC20,L,EUROCOPTER,EC120 Colibri
EC25,L,EUROCOPTER,EC225/725
EC30,L,EUROCOPTER,EC130
EC35,L,EUROCOPTER,EC135/635
EC45,L,EUROCOPTER,EC145
EC55,L,EUROCOPTER,EC155
EC6,L,CROSES,"EC6/8 Criquet, Tourisme"
EC75,L,AIRBUS HELICOPTERS,EC-175
ECHO,L,TECNAM,"P92 Echo, SeaSky"
EDGE,M,ZIVKO,Edge 540
EGRT,L,GROB,"G520, D500 Egrett 2, Strato 1"
EH10,L,AGUSTA,EH101
ELF,L,PARNALL,Elf
ELIT,L,EPIC,Elite
ELPS,M,EXPLORER AVIATION,Ellipse
ELST,L,PUTZER,Elster
ELTO,L,CONTINENTAL COPTERS,El Tomcat
ELTR,M,ELITAR,IE100 Elitar
EN28,L,ENSTROM,"F28, 280, Shark, Falcon, Sentinel"
EN48,L,ENSTROM,"480, TH28"
EP9,L,EDGAR PERCIVAL,EP9
EPER,L,EPERVIER,Epervier
EPIC,L,EPIC,Dynasty / LT / E-1000
ERAC,M,DICKEY,ERacer
ERCO,L,AIR PRODUCTS,F1 Aircoupe
ES13,M,EARLY BIRD,Spad 13 80%
ESCA,L,EPIC,Escape
ESQL,L,MOURA,Esqualo
ETA,L,BINDER,Eta
ETAR,M,DASSAULT,Etendard 4
EUFI,M,ALENIA,"Eurofighter 2000, Typhoon"
EUPA,L,EUROPA AVIATION,Europa
EURT,L,FFT,Eurotrainer 2000
EVAN,L,EVANGEL,4500 Evangel
EVIC,L,EPIC AIRCRAFT,Epic Victory
EX3R,M,AEA,Explorer 350R
EX5T,M,EXPLORER AIRCRAFT,Explorer 500T
EXEC,L,ROTORWAY,Exec
EXPL,L,BOEING,"MD902 Explorer, Combat Explorer"
EXPR,L,EXPRESS,"90, Express, Express 2000, Express 2000RG, Loadmaster"
EZFL,M,AEROCOMP,EZ Flyer
EZFT,M,BLUE YONDER,Twin EZ Flyer
EZKC,M,BLUE YONDER,EZ King Cobra
F1,M,MITSUBISHI,F1
F100,M,FOKKER,100
F104,M,AERITALIA,F104 Starfighter
F106,M,CONVAIR,QF106 Delta Dart
F111,M,GENERAL DYNAMICS,"F111, EF111, RF111 Aardvark, Raven"
F117,M,LOCKHEED,F117 Nighthawk
F14,M,GRUMMAN,F14 Tomcat
F15,M,BOEING,"F15 Eagle, Ra?am"
F156,L,FIESELER,Fi156 Storch
F16,M,FOKKER,F16 Fighting Falcon
F16X,M,GENERAL DYNAMICS,F16XL Fighting Falcon
F18,M,BOEING,"F18, ATF18 Hornet"
F18H,M,BOEING,HORNET
F18S,M,BOEING,SUPER HORNET
F2,M,MITSUBISHI,F2
F22,M,BOEING,F22 Raptor
F260,L,AERMACCHI,"SF260E/F, Warrior"
F26T,L,AERMACCHI,SF260TP
F27,M,CONAIR,F27 Firefighter
F28,M,FOKKER,F28 Fellowship
F2TH,M,DASSAULT,Falcon 2000
F35,M,LOCKHEED MARTIN,F-35A/C
F3F,L,GRUMMAN,"F3F (G11/32), Replica"
F4,M,IAI,F4 Kurnass
F406,L,CESSNA,"F406 Caravan 2, Vigilant"
F5,L,AIDC,F5 ChungCheng
F50,M,FOKKER,"50, Maritime Enforcer"
F60,M,FOKKER,60
F600,L,GENERAL AVIA,F600
F70,M,FOKKER,70
F8,M,CHANCE VOUGHT,"F8, RF8, F8U Crusader"
F86,M,CANADAIR,CL13 Sabre
F8L,L,AEROMERE,F8L Falco
F900,M,DASSAULT,"Falcon 900, Mystère 900"
F9F,L,GRUMMAN,F9F Panther (G79)
FA10,M,DASSAULT,"Falcon 10, Mystère 10"
FA11,L,"FAIRCHILD, CANADA",F11 Husky
FA20,M,DASSAULT,"Falcon 20, Mystère 20 (T11, TM11)"
FA24,L,"FAIRCHILD, US","F24 (UC61, JK, Forwarder, Argus)"
FA50,M,DASSAULT,"Falcon 50, Mystère 50"
FA5X,M,DASSAULT,Falcon 5X
FA62,L,"FAIRCHILD, US","M62 (PT19/23/26, T19 Cornell)"
FA7X,M,DASSAULT,Falcon 7X
FA8X,M,DASSAULT,Falcon 8X
FALM,L,MILES,M3 Falcon Major
FANL,L,RHEIN,FL1 Fanliner
FANT,L,RHEIN,Fantrainer
FB1A,L,BOWERS,Fly Baby 1A
FB1B,L,BOWERS,Fly Baby 1B
FBA2,L,FOUND,"FBA2, Bush Hawk"
FBIR,L,FREEWING,Freebird
FDCT,M,FLIGHT DESIGN,CT
FE51,L,FIGHTER ESCORT WINGS,P51
FF82,M,AMERICAN UTILICRAFT,FF1080200 Freight Feeder
FFLY,L,FAIREY,Firefly
FG01,L,FARIGOUX,FG01 Origan
FH11,L,FAIRCHILD HILLER,FH1100
FIBO,L,STARFIRE,Firebolt Convertible
FIKD,L,FIKE,D
FIKE,L,FIKE,E
FINC,L,FLEET,"10, 11, 16 (Finch)"
FJ10,M,AEROSTAR AIRCRAFT,FJ100
FL3,L,"AVIA, ITALY",L3 Aviastarlet
FL53,L,METEOR,FL53
FL54,L,METEOR,FL54
FL55,L,METEOR,FL55
FLAM,L,DASSAULT,MD311/312 Flamant
FLE2,L,FLEET,2
FLE7,L,FLEET,7 (Fawn)
FN33,L,NARDI,FN333 Riviera
FNKB,L,AKRON,Funk B
FOOF,L,"STEWART, DONALD, US",JD2 Foo Fighter
FORT,L,FLEET,60 Fort
FOUG,L,AEROSPATIALE,CM170R Magister
FOX,L,DENNEY,Kitfox
FOXT,M,TEAM TANGO,Foxtrot4
FREE,L,CABRINHA,RC412 Free Spirit
FREL,M,AEROSPATIALE,SA321 Super Frelon
FRON,M,FRONTIER,Frontier MD2
FT30,L,NAI,FT300
FU24,L,AIR PARTS,Fletcher FU24
FURY,L,HAWKER,"Fury, Sea Fury"
FW44,L,FMA,Fw44 Stieglitz
FW90,L,FLUG WERK,"Fw190, Replica"
FX1,L,INNOVAVIATION,FX-1
G103,L,GROB,G103C Twin 3SL
G109,L,GROB,"G109, Ranger (Vigilant)"
G115,L,GROB,"G115A/B/C/D/E, Bavarian (Heron), Tutor"
G120,M,GROB,G120
G150,M,GULFSTREAM AEROSPACE,Gulfstream G150
G159,L,GRUMMAN,"G159 Gulfstream 1 (TC4 Academe, VC4)"
G15T,L,GROB,G115T Acro
G164,L,AERO MOD,G164 Super Ag Max
G180,L,GENERAL AIRCRAFT,G180 Skyfarer
G200,L,AKROTECH,G200
G202,L,AKROTECH,G202
G21,L,GRUMMAN,G21A/38/39 Goose (JRF)
G21M,L,MCKINNON,G21C/D Goose
G21T,L,MCKINNON,G21E/G Turbo Goose
G222,M,AERITALIA,G222
G250,M,GULFSTREAM AEROSPACE,Gulfstream G250
G280,M,GULFSTREAM AEROSPACE,Gulfstream G280
G2GL,L,SOKO,G2 Galeb (N60)
G2T1,L,WACO CLASSIC,"2T1 Sport Trainer, Sport"
G300,M,AKROTECH,G300
G44,L,GANNET,G44 Super Widgeon
G46,L,FIAT,G46
G4SG,L,SOKO,G4 Super Galeb (N62)
G59,L,FIAT,G59
G64T,L,AG­CAT,G164 Super Turbine
G70,L,GROPPO,G-70
G73,L,GRUMMAN,G73 Mallard
G73T,L,FRAKES,G73T Turbo Mallard
G800,L,AERODIS,G802 Orion
G850,M,GROB,G850 Strato 2C
G96,M,GRUMMAN,"C1, TF Trader (G96)"
GA20,L,GIPPSLAND,GA200 Fatman
GA5C,M,GULFSTREAM AEROSPACE,G-7 Gulfstream G500
GA6C,M,GULFSTREAM AEROSPACE,G-7 Gulfstream G600
GA7,L,GRUMMAN AMERICAN,GA7 Cougar
GA7C,M,GULFSTREAM AEROSPACE,Gulfstream G700
GA8,L,GIPPSLAND,GA8 Airvan
GABR,L,BLACKSHAPE,"Bk-160 Gabriel, BS-115 Gabriel"
GALX,M,IAI,"1126 Galaxy, Gulfstream 200"
GANT,M,FAIREY,Gannet
GAUN,L,GLOSTER,Gauntlet
GAVI,L,AERO MERCANTIL,358 Gavilan
GAZL,L,ABHCO,SA342 Gazelle
GBSP,L,BEETS,GB Special
GC1,L,GLOBE,GC1 Swift
GEMI,L,MILES,M65 Gemini
GF20,L,GROB,GF200
GL5T,M,BOMBARDIER,BD700 Global 5000
GL7T,M,BOMBARDIER,Global 7000/7500
GLAD,L,GLOSTER,Gladiator
GLAS,L,STODDARD­HAMILTON,Glasair
GLEX,M,BOMBARDIER,BD700 Global Express
GLF2,M,GRUMMAN,"G1159, G1159B Gulfstream 2/2B/2SP (C20J, VC11)"
GLF3,M,GULFSTREAM AEROSPACE,G1159A Gulfstream 3/SRA1 (C20A/B/C/D/E)
GLF4,M,GULFSTREAM AEROSPACE,"G1159C Gulfstream 4/4SP/SRA4 (C20F/G/H, S102, Tp102, U4)"
GLF5,M,GULFSTREAM AEROSPACE,G1159D Gulfstream 5 (C37)
GLF6,M,GULFSTREAM AEROSPACE,Gulfstream G650
GLID,----,-,Glider/Sailplane
GLST,L,STODDARD­HAMILTON,SH4 GlaStar
GLTU,L,STODDARD­HAMILTON,Turbine Glasair
GM01,M,YALO,GM01 Gniady
GNAT,L,FOLLAND,Fo144 Gnat
GOLF,L,TECNAM,P96 GOLF
GOOS,L,QUIKKIT,Glass Goose
GOTR,L,GLOSTER,Trainer
GP3,L,OSPREY,GP3 Osprey 2
GP4,L,OSPREY,GP4
GR51,M,EXCLUSIVE,Grand 51
GRAF,L,LUNDY,Graflite
GRIF,M,CANADA AIR,RV Griffin
GSIS,M,INNOVATION,"Genesis, Genesis Revelation"
GURI,L,AEROMOT,AMT600 Guri
GY10,L,GARDAN,GY100 Bagheera
GY20,L,CAB,GY20 Minicab
GY30,L,CAB,GY30 Supercab
GY80,L,GARDAN,GY80 Horizon
GYRO,----,-,Micro-/Ultralight autogyro
H111,M,CASA,2111
H12T,L,HILLER,UH12ET/E3T/E4T
H2,M,KAMAN,"SH2 Seasprite, Super Seasprite (K20, K894)"
H202,L,HB­AIRCRAFT,HB202 Fledger
H207,L,HB­FLUGTECHNIK,HB207 Alfa
H21,L,VERTOL,"H21, CH21 Shawnee, Work Horse (42, 43, 44)"
H25A,M,DE HAVILLAND,DH125
H25B,M,BRITISH AEROSPACE,"BAe 125-700/800 (C29, U125)"
H25C,M,BRITISH AEROSPACE,BAe 125-1000
H269,L,BREDANARDI,NH300
H40,L,HOFFMAN,H40
H43A,L,KAMAN,"H43A, HH43A, UH43, OH43, HUK, HOK (K600)"
H43B,M,KAMAN,HH43B/F Huskie (K6003/5)
H46,L,BOEING VERTOL,"CH46, HH46, UH46, Hkp4, CH113, Sea Knight, Labrador, Voyageur (107)"
H47,M,BOEING,"CH47, MH47 Chinook"
H500,L,AGUSTA,NH500
H53,M,SIKORSKY,"S65 (CH53A/C/D/G, HH53, MH53H/J, RH53, TH53, VH53, Sea"
H53S,L,SIKORSKY,"S80 (CH53E, MH53E Super Stallion, Sea Dragon)"
H60,L,ASTA,S70 Seahawk
H64,L,BOEING,AH64 Longbow Apache
H66,L,BOEING,RAH66 Comanche
HA2,L,HOLLMANN,HA2 Sportster
HA31,L,HINDUSTAN,HA31 Basant
HA4T,M,HAWKER BEECHCRAFT CORP,Hawker 4000
HAHU,L,SINDLINGER,HH1 Hawker Hurricane
HAR,M,ALENIA,AV8 Harrier
HAW3,M,GROEN,H2X Hawk 3
HAWK,M,BOEING,T45 Goshawk
HB21,L,BRDITSCHKA,"HB21 Hobbyliner, Hobbylifter"
HB23,L,BRDITSCHKA,"HB23 Hobbyliner, Scanliner"
HB3,L,BRDITSCHKA,HB3
HCAT,L,GRUMMAN,F6F Hellcat (G50)
HD34,M,HUREL­DUBOIS,HD34
HEAD,L,"STEWART, DONALD, US","JD1, SAC1 Headwind"
HERN,L,DE HAVILLAND,DH114 Heron
HF20,L,HFB,HFB320 Hansa
HI27,L,HIRTH,Hi27 Acrostar
HIND,L,HAWKER,Hind
HLD4,L,HALBERSTADT,"D4, Replica"
HM38,L,FALCONAR,HM380
HMNY,M,EVEKTOR­AEROTECHNIK,EV97VLA Harmony
HN70,L,NICOLLIER,HN700 Menestrel 2
HORN,L,WALLERKOWSKI,Hornisse
HORZ,L,FISHER,Horizon
HPR7,M,HANDLEY PAGE,HPR7 Herald
HPZL,M,HISTORICAL AIRCRAFT,PZL P11C
HR10,L,ROBIN,"HR100 Royal, Safari, Tiara, President"
HR20,L,ROBIN,"HR200, R200, Acrobin"
HROC,M,"HARMON, JAMES B",Rocket
HRYA,M,HISTORICAL AIRCRAFT,Ryan Trainer
HT16,L,HINDUSTAN,HJT16 Kiran
HT2,L,HINDUSTAN,HT2
HT32,L,HINDUSTAN,HPT32 Deepak
HT34,L,HINDUSTAN,HTT34
HU1,L,SHENYANG SAILPLANE,HU1 Seagull
HU2,L,SHENYANG SAILPLANE,HU2 Petrel
HUCO,L,BELL,"AH1E/F/P/S, TAH1, TH1S, HA14 HueyCobra (209)"
HUML,L,HUMMEL,Hummel Bird
HUMM,L,"AEROTEK, SOUTH AFRICA",Hummingbird
HUNT,M,HAWKER,Hunter
HURI,L,HAWKER,"Hurricane, Sea Hurricane"
HUSK,L,AVIAT,A1 Husky
HW4P,M,GROEN,Hawk 4 (piston)
HW4T,M,GROEN,Hawk 4 (turbine)
I103,L,ILYUSHIN,Il103
I114,M,ILYUSHIN,Il114
I115,L,AISA,I115
I11B,L,AISA,I11B Peque
I153,L,POLIKARPOV,I153
I16,L,POLIKARPOV,I16
I22,M,INSTYTUT LOTNICTWA,I22 Iryda
I23,L,INSTYTUT LOTNICTWA,"I23, Manager"
I3,L,INTERAVIA,I3
I66,L,IANNOTTA,I66 San Francisco
I828,L,ICA,IAR828
IA46,L,DINFIA,"IA46 Ranquel, Super Ranquel"
IA50,M,DINFIA,IA50 Guarani 2
IA51,L,DINFIA,IA51 Tehuelche
IA58,L,FMA,IA58 Pucará
IA63,L,FMA,IA63 Pampa
IFUR,L,ISAACS,Fury
IL14,M,"AVIA­ZAVODY, CZECH",Av14
IL18,M,ILYUSHIN,"Il18/20/22/24, Bizon, Zebra"
IL28,M,HARBIN,"H5, HJ5, HZ5"
IL38,M,ILYUSHIN,Il38
IL62,H,ILYUSHIN,Il62
IL76,H,ILYUSHIN,"Il76/78/82, Gajaraj"
IL86,H,ILYUSHIN,Il86/87
IL96,H,ILYUSHIN,Il96
IP26,L,IPAI,IPAI26 Tuca
IPAN,L,EMBRAER,EMB200/201/202 Ipanema (U19)
IR21,L,ICA,IAR821
IR22,L,ICA,IAR822/826
IR23,L,ICA,IAR823
IR24,L,ICA,IAR824
IR25,L,ICA,IAR825TP Triumf
IR27,L,BUCURESTI,"IAR827, Dacic"
IR28,L,ICA,"IS28MA, IAR28MA"
IR31,L,ICA,IAR831 Pelican
IR46,L,IAR,IAR46
IR99,L,AVIOANE,"IAR99/109 Soim, Swift"
IS2,L,INSTYTUT LOTNICTWA,IS2
IS28,L,IAR,IS28M2
ISPT,L,ISAACS,Spitfire
J1,L,AUSTER,"J1 Autocrat, Aiglet, Alpha, Workmaster, Kingsland"
J10,M,CHENGDU,"J10, F10"
J2,L,PIPER,J2 Cub
J3,L,CUB,"J3, L4 Cub, Prospector"
J328,M,FAIRCHILD DORNIER,"328JET, Envoy 3"
J4,L,PIPER,J4 Cub Coupe
J4B2,M,BARNETT,J4B2
J5,L,PIPER,"J5 Cub Cruiser (L14, AE)"
J728,M,FAIRCHILD DORNIER,"728JET, Envoy 7"
J8A,M,SHENYANG,"J81, F81"
J8B,M,SHENYANG,"J82, F82"
JAB2,L,JABIRU,J160/J170
JAB4,M,JABIRU,J200/J400
JABI,L,JABIRU,LSA/SK/SP/SPT/ST/ST3
JACE,L,ACE,Junior Ace
JAG,L,JAG HELICOPTERS,JAG2
JAGR,M,BAC,Jaguar
JAJ5,L,ALPHA,J5 Marco
JAJ6,L,J & AS,J6 Fregata
JANU,L,SCHEMPP­HIRTH,Janus BM/CM/CT
JARO,L,JACKAROO,Thruxton Jackaroo
JAST,L,SOKO,"J1, RJ1, TJ1 Jastreb (J21, IJ21, NJ21, TJ21)"
JB15,L,OBERLERCHNER,JOB15
JC01,L,COUPE,JC01
JC02,L,COUPE,JC02/200
JCOM,L,AERO COMMANDER,1121 Jet Commander
JCRU,L,AASI,Jetcruzer
JD2,L,DYKE,JD2 Delta
JDOE,M,AMERICAN HOMEBUILTS,John Doe
JE2,L,EICH,JE2 Gyroplane
JH7,M,XIAN,"JH7, B7, FBC1 Flying Leopard"
JN76,L,CAUDRON,"CR760, JN760 Cyclone, Replica"
JPM1,M,MARIE,"JPM01 Medoc, Tanagra"
JPRO,L,BAC,"145, 167 Jet Provost, Strikemaster"
JRC1,L,CHALARD,JRC01 Julcar
JS1,L,HANDLEY PAGE,HP137 Jetstream 1
JS20,L,HANDLEY PAGE,HP137 Jetstream 200 (T.Mk.1/2)
JS3,L,"CENTURY AIRCRAFT, US",Jetstream 3
JS31,M,BRITISH AEROSPACE,BAe3100 Jetstream 31 (T.Mk.3)
JS32,M,BRITISH AEROSPACE,BAe3200 Jetstream Super 31
JS41,L,AI (R),BAe4100 Jetstream 41
JSQA,L,GENERAL AVIA,F1300 Jet Squalus
JSX,L,SONEX,JSX SubSonex
JT2,L,"TAYLOR, JOHN F., US",JT2 Titch
JU52,M,CASA,352L
JUN1,L,KAMINSKAS,RK1 Jungster 1
JUN2,L,KAMINSKAS,RK2 Jungster 2
JUNR,L,ANDREASSON,"BA7, MFI9"
K126,L,ICA,Ka126
K226,L,KAMOV,Ka226
K250,L,"KESTREL AIRCRAFT, US",K250
K35A,H,BOEING,KC135A Stratotanker (J57 engines)
K35E,M,BOEING,KC135D/E Stratotanker (TF33 engines)
K35R,H,BOEING,"KC135R/T, C135FR, Stratotanker (CFM56 engines)"
K50,M,KOREA AIROSPACE,T50 Golden Eagle
K51,M,KOVACS,K51 Peregrino
K8,L,HONGDU,K8 Karakorum
KA25,L,KAMOV,Ka25
KA26,L,KAMOV,Ka26
KA27,L,KAMOV,Ka27/28/29/31/32
KA50,L,KAMOV,"Ka50 Werewolf, Black Shark"
KA52,L,KAMOV,Ka52 Alligator
KA62,L,KAMOV,"Ka60/62, Kasatka"
KAK1,L,KIEGER,AK1
KATB,M,KARI,Twinbee
KE3,H,BOEING,KE3
KEHA,L,"KESTREL SPORT AVIATION, CANADA","Sport Hawk, Float Hawk"
KELA,L,KELEHER,Lark
KELD,L,KELLY,D
KFAB,L,KITPLANES FOR AFRICA,"Bushbaby, Explorer, Safari"
KFAS,L,KITPLANES FOR AFRICA,Safari
KFIR,M,IAI,Kfir
KFIS,L,ANDERSON,EA1 Kingfisher
KH4,L,KAWASAKI,KH4
KIS2,L,TRI­R,KIS TR1/TD
KIS4,L,PULSAR,Super Cruiser
KITI,L,MITCHELL­PROCTER,Kittiwake
KIWI,L,TWI,Kiwi
KK60,L,KARI­KEEN,60 Coupe
KL07,L,BOLKOW,"Kl107, F207"
KL10,L,FLIGHT DESIGN-VESSEL,KLA-100
KL25,L,KLEMM,L25
KL35,L,KLEMM,Kl35
KM2,L,FUJI,"KM2, TL1"
KMAX,L,KAMAN,K1200 KMax
KNTW,L,PAYNE,"Knight Twister, Sunday Knight Twister"
